Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor
"Multi-omics panoramic analysis of HBV integration, transcriptional regulation, and epigenetic modifications in PLC/PRF/5 cell line","The clearance or transcriptional silencing of integrated HBV DNA is crucial for achieving a functional cure in patients with chronic hepatitis B and reducing the risk of hepatocellular carcinoma development. The PLC/PRF/5 cell line is commonly used as an in vitro model for studying HBV integration. In this study, we employed a range of multi-omics techniques to gain a panoramic understanding of the characteristics of HBV integration in PLC/PRF/5 cells and to reveal the transcriptional regulatory mechanisms of integrated HBV DNA. Transcriptome long-read sequencing (ONT) was conducted to analyze and characterize the transcriptional activity of different HBV DNA integration sites in PLC/PRF/5 cells. Additionally, we collected data related to epigenetic regulation, including whole-genome bisulfite sequencing (WGBS), histone chromatin immunoprecipitation sequencing (ChIP-seq), and assays for transposase-accessible chromatin using sequencing (ATAC-seq), to explore the potential mechanisms involved in the transcriptional regulation of integrated HBV DNA. Long-read RNA sequencing analysis revealed significant transcriptional differences at various integration sites in the PLC/PRF/5 cell line, with higher HBV DNA transcription levels at integration sites on chr11, chr13, and the chr13/chr5 fusion chromosome t (13:5). Combining long-read DNA and RNA sequencing results, we found that transcription of integrated HBV DNA generally starts downstream of the SP1, SP2, or XP promoters. ATAC-seq data confirmed that chromatin accessibility has limited influence on the transcription of integrated HBV DNA in the PLC/PRF/5 cell line. Analysis of WGBS data showed that the methylation intensity of integrated HBV DNA was highly negatively correlated with its transcription level (r = -0.8929, p = 0.0123). After AzaD treatment, the transcription level of integrated HBV DNA significantly increased, especially for the integration chr17, which had the highest level of methylation. Through ChIP-seq data, we observed the association between histone modification of H3K4me3 and H3K9me3 with the transcription of integrated HBV DNA. Our findings suggest that the SP1, SP2 and XP in integrated HBV DNA, methylation level of surrounding host chromosome, and histone modifications affect the transcription of integrated HBV DNA in PLC/PRF/5 cells. This provides important clues for future studies on the expression and regulatory mechanisms of integrated HBV.",38647071,,10.1002/jmv.29614,0,Journal of medical virology,7705876,20.693
BioMOBS: A multi-omics visual analytics workflow for biomolecular insight generation,"One of the challenges in multi-omics data analysis for precision medicine is the efficient exploration of undiscovered molecular interactions in disease processes. We present BioMOBS, a workflow consisting of two data visualization tools integrated with an open-source molecular information database to perform clinically relevant analyses (https://github.com/driesheylen123/BioMOBS). We performed exploratory pathway analysis with BioMOBS and demonstrate its ability to generate relevant molecular hypotheses, by reproducing recent findings in type 2 diabetes UK biobank data. The central visualisation tool, where data-driven and literature-based findings can be integrated, is available within the github link as well. BioMOBS is a workflow that leverages information from multiple data-driven interactive analyses and visually integrates it with established pathway knowledge. The demonstrated use cases place trust in the usage of BioMOBS as a procedure to offer clinically relevant insights in disease pathway analyses on various types of omics data.",38096184,PMC10721075,10.1371/journal.pone.0295361,0,PloS one,101285081,3.752
Proteogenomic Tools and Approaches to Explore Protein Coding Landscapes of Eukaryotic Genomes,"Proteogenomic strategies aim to refine genome-wide annotations of protein coding features by using actual protein level observations. Most of the currently applied proteogenomic approaches include integrative analysis of multiple types of high-throughput omics data, e.g., genomics, transcriptomics, proteomics, etc. Recent efforts towards creating a human proteome map were primarily targeted to experimentally detect at least one protein product for each gene in the genome and extensively utilized proteogenomic approaches. The 14 year long wait to get a draft human proteome map, after completion of similar efforts to sequence the genome, explains the huge complexity and technical hurdles of such efforts. Further, the integrative analysis of large-scale multi-omics datasets inherent to these studies becomes a major bottleneck to their success. However, recent developments of various analysis tools and pipelines dedicated to proteogenomics reduce both the time and complexity of such analysis. Here, we summarize notable approaches, studies, software developments and their potential applications towards eukaryotic genome annotation and clinical proteogenomics.",27686802,,10.1007/978-3-319-42316-6_1,1,Advances in experimental medicine and biology,121103,3.65
Identification of prognostic coagulation-related signatures in clear cell renal cell carcinoma through integrated multi-omics analysis and machine learning,"Clear cell renal cell carcinoma is a threat to public health with high morbidity and mortality. Clinical evidence has shown that cancer-associated thrombosis poses significant challenges to treatments, including drug resistance and difficulties in surgical decision-making in ccRCC. However, the coagulation pathway, one of the core mechanisms of cancer-associated thrombosis, recently found closely related to the tumor microenvironment and immune-related pathway, is rarely researched in ccRCC. Therefore, we integrated bulk RNA-seq data, DNA mutation and methylation data, single-cell data, and proteomic data to perform a comprehensive analysis of coagulation-related genes in ccRCC. First, we demonstrated the importance of the coagulation-related gene set by consensus clustering. Based on machine learning, we identified 5 coagulation signature genes and verified their clinical value in TCGA, ICGC, and E-MTAB-1980 databases. It's also demonstrated that the specific expression patterns of coagulation signature genes driven by CNV and methylation were closely correlated with pathways including apoptosis, immune infiltration, angiogenesis, and the construction of extracellular matrix. Moreover, we identified two types of tumor cells in single-cell data by machine learning, and the coagulation signature genes were differentially expressed in two types of tumor cells. Besides, the signature genes were proven to influence immune cells especially the differentiation of T cells. And their protein level was also validated.",38061153,,10.1016/j.compbiomed.2023.107779,0,Computers in biology and medicine,1250250,6.698
Deciphering the genetic architecture of human brain structure and function: a brief survey on recent advances of neuroimaging genomics,"Brain imaging genomics is an emerging interdisciplinary field, where integrated analysis of multimodal medical image-derived phenotypes (IDPs) and multi-omics data, bridging the gap between macroscopic brain phenotypes and their cellular and molecular characteristics. This approach aims to better interpret the genetic architecture and molecular mechanisms associated with brain structure, function and clinical outcomes. More recently, the availability of large-scale imaging and multi-omics datasets from the human brain has afforded the opportunity to the discovering of common genetic variants contributing to the structural and functional IDPs of the human brain. By integrative analyses with functional multi-omics data from the human brain, a set of critical genes, functional genomic regions and neuronal cell types have been identified as significantly associated with brain IDPs. Here, we review the recent advances in the methods and applications of multi-omics integration in brain imaging analysis. We highlight the importance of functional genomic datasets in understanding the biological functions of the identified genes and cell types that are associated with brain IDPs. Moreover, we summarize well-known neuroimaging genetics datasets and discuss challenges and future directions in this field.",36847697,,10.1093/bib/bbad060,0,Briefings in bioinformatics,100912837,13.994
Knowledge Base Commons (KBCommons) v1.1: a universal framework for multi-omics data integration and biological discoveries,"Background:Knowledge Base Commons (KBCommons) v1.1 is a universal and all-inclusive web-based framework providing generic functionalities for storing, sharing, analyzing, exploring, integrating and visualizing multiple organisms' genomics and integrative omics data. KBCommons is designed and developed to integrate diverse multi-level omics data and to support biological discoveries for all species via a common platform.Methods:KBCommons has four modules including data storage, data processing, data accessing, and web interface for data management and retrieval. It provides a comprehensive framework for new plant-specific, animal-specific, virus-specific, bacteria-specific or human disease-specific knowledge base (KB) creation, for adding new genome versions and additional multi-omics data to existing KBs, and for exploring existing datasets within current KBs.Results:KBCommons has an array of tools for data visualization and data analytics such as multiple gene/metabolite search, gene family/Pfam/Panther function annotation search, miRNA/metabolite/trait/SNP search, differential gene expression analysis, and bulk data download capacity. It contains a highly reliable data privilege management system to make users' data publicly available easily and to share private or pre-publication data with members in their collaborative groups safely and securely. It allows users to conduct data analysis using our in-house developed workflow functionalities that are linked to XSEDE high performance computing resources. Using KBCommons' intuitive web interface, users can easily retrieve genomic data, multi-omics data and analysis results from workflow according to their requirements and interests.Conclusions:KBCommons addresses the needs of many diverse research communities to have a comprehensive multi-level OMICS web resource for data retrieval, sharing, analysis and visualization. KBCommons can be publicly accessed through a dedicated link for all organisms at http://kbcommons.org/.",31856718,PMC6923931,10.1186/s12864-019-6287-8,7,BMC genomics,100965258,4.547
Assessment of local and systemic signature of eosinophilic esophagitis (EoE) in children through multi-omics approaches,"Background:Eosinophilic oesophagitis (EoE) is a chronic food allergic disorder limited to oesophageal mucosa whose pathogenesis is still only partially understood. Moreover, its diagnosis and follow-up need repeated endoscopies due to absence of non-invasive validated biomarkers. In the present study, we aimed to deeply describe local immunological and molecular components of EoE in well-phenotyped children, and to identify potential circulating EoE-biomarkers.Methods:Blood and oesophageal biopsies were collected simultaneously from French children with EoE (n=17) and from control subjects (n=15). Untargeted transcriptomics analysis was performed on mRNA extracted from biopsies using microarrays. In parallel, we performed a comprehensive analysis of immune components on both cellular and soluble extracts obtained from both biopsies and blood, using flow cytometry. Finally, we performed non-targeted plasma metabolomics using liquid chromatography coupled to high-resolution mass spectrometry (LC-HRMS). Uni/multivariate supervised and non-supervised statistical analyses were then conducted to identify significant and discriminant components associated with EoE within local and/or systemic transcriptomics, immunologic and metabolomics datasets. As a proof of concept, we conducted multi-omics data integration to identify a plasmatic signature of EoE.Results:French children with EoE shared the same transcriptomic signature as US patients. Network visualization of differentially expressed (DE) genes highlighted the major dysregulation of innate and adaptive immune processes, but also of pathways involved in epithelial cells and barrier functions, and in perception of chemical stimuli. Immune analysis of biopsies highlighted EoE is associated with dysregulation of both type (T) 1, T2 and T3 innate and adaptive immunity, in a highly inflammatory milieu. Although an immune signature of EoE was found in blood, untargeted metabolomics more efficiently discriminated children with EoE from control subjects, with dysregulation of vitamin B6 and various amino acids metabolisms. Multi-blocks integration suggested that an EoE plasma signature may be identified by combining metabolomics and cytokines datasets.Conclusions:Our study strengthens the evidence that EoE results from alterations of the oesophageal epithelium associated with altered immune responses far beyond a simplistic T2 dysregulation. As a proof of concept, combining metabolomics and cytokines data may provide a set of potential plasma biomarkers for EoE diagnosis, which needs to be confirmed on a larger and independent cohort.",37006253,PMC10050742,10.3389/fimmu.2023.1108895,4,Frontiers in immunology,101560960,8.786
Molecular mechanisms reconstruction from single-cell multi-omics data with HuMMuS,"Motivation:The molecular identity of a cell results from a complex interplay between heterogeneous molecular layers. Recent advances in single-cell sequencing technologies have opened the possibility to measure such molecular layers of regulation.Results:Here, we present HuMMuS, a new method for inferring regulatory mechanisms from single-cell multi-omics data. Differently from the state-of-the-art, HuMMuS captures cooperation between biological macromolecules and can easily include additional layers of molecular regulation. We benchmarked HuMMuS with respect to the state-of-the-art on both paired and unpaired multi-omics datasets. Our results proved the improvements provided by HuMMuS in terms of transcription factor (TF) targets, TF binding motifs and regulatory regions prediction. Finally, once applied to snmC-seq, scATAC-seq and scRNA-seq data from mouse brain cortex, HuMMuS enabled to accurately cluster scRNA profiles and to identify potential driver TFs.Availability and implementation:HuMMuS is available at https://github.com/cantinilab/HuMMuS.",38460192,PMC11065476,10.1093/bioinformatics/btae143,0,"Bioinformatics (Oxford, England)",9808944,6.931
"Multi-omics analysis reveals genomic, clinical and immunological features of SARS-CoV-2 virus target genes in pan-cancer","The SARS-CoV-2 virus, also known as the severe acute respiratory syndrome coronavirus 2, has raised great threats to humans. The connection between the SARS-CoV-2 virus and cancer is currently unclear. In this study, we thus evaluated the multi-omics data from the Cancer Genome Atlas (TCGA) database utilizing genomic and transcriptomic techniques to fully identify the SARS-CoV-2 target genes (STGs) in tumor samples from 33 types of cancers. The expression of STGs was substantially linked with the immune infiltration and may be used to predict survival in cancer patients. STGs were also substantially associated with immunological infiltration, immune cells, and associated immune pathways. At the molecular level, the genomic changes of STGs were frequently related with carcinogenesis and patient survival. In addition, pathway analysis revealed that STGs were involved in the control of signaling pathways associated with cancer. The prognostic features and nomogram of clinical factors of STGs in cancers have been developed. Lastly, by mining the cancer drug sensitivity genomics database, a list of potential STG-targeting medicines was compiled. Collectively, this work demonstrated comprehensively the genomic alterations and clinical characteristics of STGs, which may offer new clues to explore the mechanisms on a molecular level between SARS-CoV-2 virus and cancers as well as provide new clinical guidance for cancer patients who are threatened by the COVID-19 epidemic.",36875081,PMC9982007,10.3389/fimmu.2023.1112704,2,Frontiers in immunology,101560960,8.786
An integrated Bayesian framework for multi-omics prediction and classification,"With the growing commonality of multi-omics datasets, there is now increasing evidence that integrated omics profiles lead to more efficient discovery of clinically actionable biomarkers that enable better disease outcome prediction and patient stratification. Several methods exist to perform host phenotype prediction from cross-sectional, single-omics data modalities but decentralized frameworks that jointly analyze multiple time-dependent omics data to highlight the integrative and dynamic impact of repeatedly measured biomarkers are currently limited. In this article, we propose a novel Bayesian ensemble method to consolidate prediction by combining information across several longitudinal and cross-sectional omics data layers. Unlike existing frequentist paradigms, our approach enables uncertainty quantification in prediction as well as interval estimation for a variety of quantities of interest based on posterior summaries. We apply our method to four published multi-omics datasets and demonstrate that it recapitulates known biology in addition to providing novel insights while also outperforming existing methods in estimation, prediction, and uncertainty quantification. Our open-source software is publicly available at https://github.com/himelmallick/IntegratedLearner.",38146838,,10.1002/sim.9953,2,Statistics in medicine,8215016,2.497
DriverDBv4: a multi-omics integration database for cancer driver gene research,"Advancements in high-throughput technology offer researchers an extensive range of multi-omics data that provide deep insights into the complex landscape of cancer biology. However, traditional statistical models and databases are inadequate to interpret these high-dimensional data within a multi-omics framework. To address this limitation, we introduce DriverDBv4, an updated iteration of the DriverDB cancer driver gene database (http://driverdb.bioinfomics.org/). This updated version offers several significant enhancements: (i) an increase in the number of cohorts from 33 to 70, encompassing approximately 24 000 samples; (ii) inclusion of proteomics data, augmenting the existing types of omics data and thus expanding the analytical scope; (iii) implementation of multiple multi-omics algorithms for identification of cancer drivers; (iv) new visualization features designed to succinctly summarize high-context data and redesigned existing sections to accommodate the increased volume of datasets and (v) two new functions in Customized Analysis, specifically designed for multi-omics driver identification and subgroup expression analysis. DriverDBv4 facilitates comprehensive interpretation of multi-omics data across diverse cancer types, thereby enriching the understanding of cancer heterogeneity and aiding in the development of personalized clinical approaches. The database is designed to foster a more nuanced understanding of the multi-faceted nature of cancer.",37956338,PMC10767848,10.1093/nar/gkad1060,0,Nucleic acids research,411011,19.16
A comparative study of multi-omics integration tools for cancer driver gene identification and tumour subtyping,"Oncogenesis and cancer can arise as a consequence of a wide range of genomic aberrations including mutations, copy number alterations, expression changes and epigenetic modifications encompassing multiple omics layers. Integrating genomic, transcriptomic, proteomic and epigenomic datasets via multi-omics analysis provides the opportunity to derive a deeper and holistic understanding of the development and progression of cancer. There are two primary approaches to integrating multi-omics data: multi-staged (focused on identifying genes driving cancer) and meta-dimensional (focused on establishing clinically relevant tumour or sample classifications). A number of ready-to-use bioinformatics tools are available to perform both multi-staged and meta-dimensional integration of multi-omics data. In this study, we compared nine different integration tools using real and simulated cancer datasets. The performance of the multi-staged integration tools were assessed at the gene, function and pathway levels, while meta-dimensional integration tools were assessed based on the sample classification performance. Additionally, we discuss the influence of factors such as data representation, sample size, signal and noise on multi-omics data integration. Our results provide current and much needed guidance regarding selection and use of the most appropriate and best performing multi-omics integration tools.",31774481,PMC7711266,10.1093/bib/bbz121,28,Briefings in bioinformatics,100912837,13.994
Development of a multi-omics extraction method for ecotoxicology: investigation of the reproductive cycle of Gammarus fossarum,"Omics study exemplified by proteomics, lipidomics or metabolomics, provides the opportunity to get insight of the molecular modifications occurring in living organisms in response to contaminants or in different physiological conditions. However, individual omics discloses only a single layer of information leading to a partial image of the biological complexity. Multiplication of samples preparation and processing can generate analytical variations resulting from several extractions and instrumental runs. To get all the -omics information at the proteins, metabolites and lipids level coming from a unique sample, a specific sample preparation must be optimized. In this study, we streamlined a biphasic extraction procedure based on a MTBE/Methanol mixture to provide the simultaneous extraction of polar (proteins, metabolites) and apolar compounds (lipids) for multi-omics analyses from a unique biological sample by a liquid chromatography (LC)/mass spectrometry (MS)/MS-based targeted approach. We applied the methodology for the study of female amphipod Gammarus fossarum during the reproductive cycle. Multivariate data analyses including Partial Least Squares Discriminant Analysis and multiple factor analysis were applied for the integration of the multi-omics data sets and highlighted molecular signatures, specific to the different stages.",36113334,,10.1016/j.talanta.2022.123806,1,Talanta,2984816R,0.0
Similarity Fusion via Exploiting High Order Proximity for Cancer Subtyping,"Identifying cancer subtypes holds essential promise for improving prognosis and personalized treatment. Cancer subtyping based on multi-omics data has become a hotspot in bioinformatics research. One of the critical approaches of handling data heterogeneity in multi-omics data is first modeling each omics data as a separate similarity graph. Then, the information of multiple graphs is integrated into a unified graph. However, a significant challenge is how to measure the similarity of nodes in each graph and preserve cluster information of each graph. To that end, we exploit a new high order proximity in each graph and propose a similarity fusion method to fuse the high order proximity of multiple graphs while preserving cluster information of multiple graphs. Compared with the current techniques employing the first order proximity, exploiting high order proximity contributes to attaining accurate similarity. The proposed similarity fusion method makes full use of the complementary information from multi-omics data. Experiments in six benchmark multi-omics datasets and two individual cancer case studies confirm that our proposed method achieves statistically significant and biologically meaningful cancer subtypes.",34971537,,10.1109/TCBB.2021.3139597,1,IEEE/ACM transactions on computational biology and bioinformatics,101196755,3.702
Cancer subtype identification by consensus guided graph autoencoders,"Motivation:Cancer subtype identification aims to divide cancer patients into subgroups with distinct clinical phenotypes and facilitate the development for subgroup specific therapies. The massive amount of multi-omics datasets accumulated in the public databases have provided unprecedented opportunities to fulfill this task. As a result, great computational efforts have been made to accurately identify cancer subtypes via integrative analysis of these multi-omics datasets.Results:In this article, we propose a Consensus Guided Graph Autoencoder (CGGA) to effectively identify cancer subtypes. First, we learn for each omic a new feature matrix by using graph autoencoders, where both structure information and node features can be effectively incorporated during the learning process. Second, we learn a set of omic-specific similarity matrices together with a consensus matrix based on the features obtained in the first step. The learned omic-specific similarity matrices are then fed back to the graph autoencoders to guide the feature learning. By iterating the two steps above, our method obtains a final consensus similarity matrix for cancer subtyping. To comprehensively evaluate the prediction performance of our method, we compare CGGA with several approaches ranging from general-purpose multi-view clustering algorithms to multi-omics-specific integrative methods. The experimental results on both generic datasets and cancer datasets confirm the superiority of our method. Moreover, we validate the effectiveness of our method in leveraging multi-omics datasets to identify cancer subtypes. In addition, we investigate the clinical implications of the obtained clusters for glioblastoma and provide new insights into the treatment for patients with different subtypes.Availabilityand implementation:The source code of our method is freely available at https://github.com/alcs417/CGGA.Supplementary information:Supplementary data are available at Bioinformatics online.",34289034,,10.1093/bioinformatics/btab535,5,"Bioinformatics (Oxford, England)",9808944,6.931
Proteogenomic studies on cancer drug resistance: towards biomarker discovery and target identification,"Chemoresistance is a major obstacle for current cancer treatment. Proteogenomics is a powerful multi-omics research field that uses customized protein sequence databases generated by genomic and transcriptomic information to identify novel genes (e.g. noncoding, mutation and fusion genes) from mass spectrometry-based proteomic data. By identifying aberrations that are differentially expressed between tumor and normal pairs, this approach can also be applied to validate protein variants in cancer, which may reveal the response to drug treatment. Areas covered: In this review, we will present recent advances in proteogenomic investigations of cancer drug resistance with an emphasis on integrative proteogenomic pipelines and the biomarker discovery which contributes to achieving the goal of using precision/personalized medicine for cancer treatment. Expert commentary: The discovery and comprehensive understanding of potential biomarkers help identify the cohort of patients who may benefit from particular treatments, and will assist real-time clinical decision-making to maximize therapeutic efficacy and minimize adverse effects. With the development of MS-based proteomics and NGS-based sequencing, a growing number of proteogenomic tools are being developed specifically to investigate cancer drug resistance.",28276747,,10.1080/14789450.2017.1299006,4,Expert review of proteomics,101223548,4.25
Metabolic and signalling network maps integration: application to cross-talk studies and omics data analysis in cancer,"Background:The interplay between metabolic processes and signalling pathways remains poorly understood. Global, detailed and comprehensive reconstructions of human metabolism and signalling pathways exist in the form of molecular maps, but they have never been integrated together. We aim at filling in this gap by integrating of both signalling and metabolic pathways allowing a visual exploration of multi-level omics data and study of cross-regulatory circuits between these processes in health and in disease.Results:We combined two comprehensive manually curated network maps. Atlas of Cancer Signalling Network (ACSN), containing mechanisms frequently implicated in cancer; and ReconMap 2.0, a comprehensive reconstruction of human metabolic network. We linked ACSN and ReconMap 2.0 maps via common players and represented the two maps as interconnected layers using the NaviCell platform for maps exploration ( https://navicell.curie.fr/pages/maps_ReconMap%202.html ). In addition, proteins catalysing metabolic reactions in ReconMap 2.0 were not previously visually represented on the map canvas. This precluded visualisation of omics data in the context of ReconMap 2.0. We suggested a solution for displaying protein nodes on the ReconMap 2.0 map in the vicinity of the corresponding reaction or process nodes. This permits multi-omics data visualisation in the context of both map layers. Exploration and shuttling between the two map layers is possible using Google Maps-like features of NaviCell. The integrated networks ACSN-ReconMap 2.0 are accessible online and allows data visualisation through various modes such as markers, heat maps, bar-plots, glyphs and map staining. The integrated networks were applied for comparison of immunoreactive and proliferative ovarian cancer subtypes using transcriptomic, copy number and mutation multi-omics data. A certain number of metabolic and signalling processes specifically deregulated in each of the ovarian cancer sub-types were identified.Conclusions:As knowledge evolves and new omics data becomes more heterogeneous, gathering together existing domains of biology under common platforms is essential. We believe that an integrated ACSN-ReconMap 2.0 networks will help in understanding various disease mechanisms and discovery of new interactions at the intersection of cell signalling and metabolism. In addition, the successful integration of metabolic and signalling networks allows broader systems biology approach application for data interpretation and retrieval of intervention points to tackle simultaneously the key players coordinating signalling and metabolism in human diseases.",30999838,PMC6471697,10.1186/s12859-019-2682-z,7,BMC bioinformatics,100965194,3.307
Three-in-one method for high throughput plant multi-omics,"Multi-omics has gained momentum over the past few years especially in plant single cell-type analysis as they aim to understand cellular molecular networks across different levels of genetic information flow. For multi-omics sample preparation, molecular extractions performed non-simultaneously create rooms for variation, inaccurate data, waste of limited samples, resources and labor. Here we optimized a protocol for 3-in-1 simultaneous extraction of RNA, metabolites, and proteins from the same single cell-type sample. We adapted a commercially available RNA kit with a few modifications to obtain high quality starting materials for sequencing and LC-MS/MS-based metabolomics and proteomics. RNAs are bound to the column, metabolites were extracted in a polar solvent and proteins are precipitated using acetone. This creates an all-in-one workflow using a standard RNA kit. Little training is required to carry out this protocol as it is simple and easy to use. It may be used with a wide range of plant species and different amounts of starting materials, including single cells.",37087185,,10.1016/bs.mie.2022.08.039,0,Methods in enzymology,212271,1.682
Integration of Metabolomic and Proteomic Data to Uncover Actionable Metabolic Pathways,"Mass spectrometry (MS) is an important tool for biological studies because it is capable of interrogating a diversity of biomolecules (proteins, drugs, metabolites) not captured via alternate genomic platforms. Unfortunately, downstream data analysis becomes complicated when attempting to evaluate and integrate measurements of different molecular classes and requires the aggregation of expertise from different relevant disciplines. This complexity represents a significant bottleneck that limits the routine deployment of MS-based multi-omic methods, despite the unmatched biological and functional insight the data can provide. To address this unmet need, our group introduced Omics Notebook as an open-source framework for facilitating exploratory analysis, reporting and integrating MS-based multi-omic data in a way that is automated, reproducible and customizable. By deploying this pipeline, we have devised a framework for researchers to more rapidly identify functional patterns across complex data types and focus on statistically significant and biologically interesting aspects of their multi-omic profiling experiments. This chapter aims to describe a protocol which leverages our publicly accessible tools to analyze and integrate data from high-throughput proteomics and metabolomics experiments and produce reports that will facilitate more impactful research, cross-institutional collaborations, and wider data dissemination.",37191795,,10.1007/978-1-0716-3163-8_10,1,"Methods in molecular biology (Clifton, N.J.)",9214969,0.0
COmic: convolutional kernel networks for interpretable end-to-end learning on (multi-)omics data,"Motivation:The size of available omics datasets is steadily increasing with technological advancement in recent years. While this increase in sample size can be used to improve the performance of relevant prediction tasks in healthcare, models that are optimized for large datasets usually operate as black boxes. In high-stakes scenarios, like healthcare, using a black-box model poses safety and security issues. Without an explanation about molecular factors and phenotypes that affected the prediction, healthcare providers are left with no choice but to blindly trust the models. We propose a new type of artificial neural network, named Convolutional Omics Kernel Network (COmic). By combining convolutional kernel networks with pathway-induced kernels, our method enables robust and interpretable end-to-end learning on omics datasets ranging in size from a few hundred to several hundreds of thousands of samples. Furthermore, COmic can be easily adapted to utilize multiomics data.Results:We evaluated the performance capabilities of COmic on six different breast cancer cohorts. Additionally, we trained COmic models on multiomics data using the METABRIC cohort. Our models performed either better or similar to competitors on both tasks. We show how the use of pathway-induced Laplacian kernels opens the black-box nature of neural networks and results in intrinsically interpretable models that eliminate the need for post hoc explanation models.Availability and implementation:Datasets, labels, and pathway-induced graph Laplacians used for the single-omics tasks can be downloaded at https://ibm.ent.box.com/s/ac2ilhyn7xjj27r0xiwtom4crccuobst/folder/48027287036. While datasets and graph Laplacians for the METABRIC cohort can be downloaded from the above mentioned repository, the labels have to be downloaded from cBioPortal at https://www.cbioportal.org/study/clinicalData?id=brca\_metabric. COmic source code as well as all scripts necessary to reproduce the experiments and analysis are publicly available at https://github.com/jditz/comics.",37387152,PMC10311322,10.1093/bioinformatics/btad204,0,"Bioinformatics (Oxford, England)",9808944,6.931
Multi-omics analysis in human retina uncovers ultraconserved cis-regulatory elements at rare eye disease loci,"Cross-species genome comparisons have revealed a substantial number of ultraconserved non-coding elements (UCNEs). Several of these elements have proved to be essential tissue- and cell type-specific cis-regulators of developmental gene expression. Here, we characterize a set of UCNEs as candidate CREs (cCREs) during retinal development and evaluate the contribution of their genomic variation to rare eye diseases, for which pathogenic non-coding variants are emerging. Integration of bulk and single-cell retinal multi-omics data reveals 594 genes under potential cis-regulatory control of UCNEs, of which 45 are implicated in rare eye disease. Mining of candidate cis-regulatory UCNEs in WGS data derived from the rare eye disease cohort of Genomics England reveals 178 ultrarare variants within 84 UCNEs associated with 29 disease genes. Overall, we provide a comprehensive annotation of ultraconserved non-coding regions acting as cCREs during retinal development which can be targets of non-coding variation underlying rare eye diseases.",38383453,PMC10881467,10.1038/s41467-024-45381-1,0,Nature communications,101528555,17.694
Deeply integrating latent consistent representations in high-noise multi-omics data for cancer subtyping,"Cancer is a complex and high-mortality disease regulated by multiple factors. Accurate cancer subtyping is crucial for formulating personalized treatment plans and improving patient survival rates. The underlying mechanisms that drive cancer progression can be comprehensively understood by analyzing multi-omics data. However, the high noise levels in omics data often pose challenges in capturing consistent representations and adequately integrating their information. This paper proposed a novel variational autoencoder-based deep learning model, named Deeply Integrating Latent Consistent Representations (DILCR). Firstly, multiple independent variational autoencoders and contrastive loss functions were designed to separate noise from omics data and capture latent consistent representations. Subsequently, an Attention Deep Integration Network was proposed to integrate consistent representations across different omics levels effectively. Additionally, we introduced the Improved Deep Embedded Clustering algorithm to make integrated variable clustering friendly. The effectiveness of DILCR was evaluated using 10 typical cancer datasets from The Cancer Genome Atlas and compared with 14 state-of-the-art integration methods. The results demonstrated that DILCR effectively captures the consistent representations in omics data and outperforms other integration methods in cancer subtyping. In the Kidney Renal Clear Cell Carcinoma case study, cancer subtypes were identified by DILCR with significant biological significance and interpretability.",38426322,PMC10939425,10.1093/bib/bbae061,0,Briefings in bioinformatics,100912837,13.994
Multi-omics and machine learning for the prevention and management of female reproductive health,"Females typically carry most of the burden of reproduction in mammals. In humans, this burden is exacerbated further, as the evolutionary advantage of a large and complex human brain came at a great cost of women's reproductive health. Pregnancy thus became a highly demanding phase in a woman's life cycle both physically and emotionally and therefore needs monitoring to assure an optimal outcome. Moreover, an increasing societal trend towards reproductive complications partly due to the increasing maternal age and global obesity pandemic demands closer monitoring of female reproductive health. This review first provides an overview of female reproductive biology and further explores utilization of large-scale data analysis and -omics techniques (genomics, transcriptomics, proteomics, and metabolomics) towards diagnosis, prognosis, and management of female reproductive disorders. In addition, we explore machine learning approaches for predictive models towards prevention and management. Furthermore, mobile apps and wearable devices provide a promise of continuous monitoring of health. These complementary technologies can be combined towards monitoring female (fertility-related) health and detection of any early complications to provide intervention solutions. In summary, technological advances (e.g., omics and wearables) have shown a promise towards diagnosis, prognosis, and management of female reproductive disorders. Systematic integration of these technologies is needed urgently in female reproductive healthcare to be further implemented in the national healthcare systems for societal benefit.",36909346,PMC9996332,10.3389/fendo.2023.1081667,4,Frontiers in endocrinology,101555782,6.055
